OGWork_Links,OGWork_Titles_eng,OG_Form_of_Literature,OGWork_Country of Origin,OGWork_Cordinates,Mappable,OG_Latitude,OG_Longitude,OGWork_Publisher,author_links,Author_QIDs,OGWork_Authors,country of citizenship,OG_Languages_Links,OGLang,translatedWork,TranslatedWork_Titles,Trans_Form of Creative work,pubPlace,Trans_Place of Publication,Trans_Publication_coordinates,TransWork_Lat,Mappable_2,TransWork_Long,Translators,Translated into,transLang
http://www.wikidata.org/entity/Q105519258,Dear Scarlet,,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q105519341,Q105519341,Teresa Wong,Canada,http://www.wikidata.org/entity/Q150,French,http://www.wikidata.org/entity/Q135651091,Dear Scarlet,,,,,,No,,,English,http://www.wikidata.org/entity/Q1860
http://www.wikidata.org/entity/Q132180553,Crack-Up Capitalism,,n/a,,No,,,n/a,http://www.wikidata.org/entity/Q61746938,Q61746938,Quinn Slobodian,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q132180472,Capitalism of the Apocalypse,,,,,,No,,Cyril Le Roy,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q78356518,Around the World in 18 Years,,Canada,"56,-109",Yes,-109,56,Hubert Marcoux,http://www.wikidata.org/entity/Q20985501,Q20985501,Hubert Marcoux,Canada,http://www.wikidata.org/entity/Q150,French,http://www.wikidata.org/entity/Q132702808,Around the World in 18 Years,,,,,,No,,,English,http://www.wikidata.org/entity/Q1860
http://www.wikidata.org/entity/Q132733825,Wisdom of the Imagination: The Livres d'Artiste of Lucie Lambert,,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q132733831,Q132733831,Sheila Martineau,Canada,http://www.wikidata.org/entity/Q150,French,http://www.wikidata.org/entity/Q133838452,Q133838452,,,,,,No,,,English,http://www.wikidata.org/entity/Q1860
http://www.wikidata.org/entity/Q108617400,Toki Pona: The Language of Good,,n/a,,No,,,n/a,http://www.wikidata.org/entity/Q12854,Q12854,Sonja Lang,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q131457599,Toki Pona: The Language of Good (Persian translation),,http://www.wikidata.org/entity/Q240475,Kashan,"33.988055555555555,51.4425",51.4425,Yes,33.988055555555555,Ali Najafi,Persian,http://www.wikidata.org/entity/Q9168
http://www.wikidata.org/entity/Q135826671,Finish this book,,n/a,,No,,,n/a,http://www.wikidata.org/entity/Q438720,Q438720,Keri Smith,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q135826688,Finish this book,,http://www.wikidata.org/entity/Q85,Cairo,"30.044444444444444,31.235833333333332",31.235833333333332,Yes,30.044444444444444,,Arabic,http://www.wikidata.org/entity/Q13955
http://www.wikidata.org/entity/Q3024160,Future Glitter,novel,n/a,,No,,,n/a,http://www.wikidata.org/entity/Q315059,Q315059,A. E. van Vogt,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q132739940,Al di là del futuro,,,,,,No,,,Italian,http://www.wikidata.org/entity/Q652
http://www.wikidata.org/entity/Q132559918,"The Traveller, livre 01: Le labyrinthe cosmique",,n/a,,No,,,TRIP Comix,http://www.wikidata.org/entity/Q134455696,Q134455696,FREDC,Canada,http://www.wikidata.org/entity/Q150,French,http://www.wikidata.org/entity/Q133881594,Q133881594,,,,,,No,,,English,http://www.wikidata.org/entity/Q1860
http://www.wikidata.org/entity/Q3206967,A Hidden Place,novel,n/a,,No,,,Bantam Spectra,http://www.wikidata.org/entity/Q240786,Q240786,Robert Charles Wilson,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q131719949,Mysterium,,,,,,No,,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q2995976,Race Against Time: Searching for Hope in AIDS-Ravaged Africa,,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q655512,Q655512,Stephen Lewis,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q126696772,Contre la montre : combattre le sida en Afrique,,,,,,No,,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q4352956,The Year of the Flood,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q183492,Q183492,Margaret Atwood,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116149197,El año del diluvio,,http://www.wikidata.org/entity/Q29,Spain,"40.2,-3.5",-3.5,Yes,40.2,,Spanish,http://www.wikidata.org/entity/Q1321
http://www.wikidata.org/entity/Q803910,Bios,novel,n/a,,No,,,Tor Books,http://www.wikidata.org/entity/Q240786,Q240786,Robert Charles Wilson,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q127790607,BIOS,,http://www.wikidata.org/entity/Q142,France,"47,2",2,Yes,47,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q179441,The Breadwinner,,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q290374,Q290374,Deborah Ellis,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q125253259,El pan de la guerra,,http://www.wikidata.org/entity/Q29,Spain,"40.2,-3.5",-3.5,Yes,40.2,,Spanish,http://www.wikidata.org/entity/Q1321
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173110,Stanice 11,,http://www.wikidata.org/entity/Q1085,Prague,"50.0875,14.421388888888888",14.421388888888888,Yes,50.0875,Markéta Musilová,Czech,http://www.wikidata.org/entity/Q9056
http://www.wikidata.org/entity/Q2994788,"Compilers: Principles, Techniques, and Tools",,n/a,,No,,,Pearson Education,http://www.wikidata.org/entity/Q62898,Q62898,ألفرد أهو,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q126676505,"Compilers: Principles, Techniques, and Tools",,,,,,No,,,Spanish,http://www.wikidata.org/entity/Q1321
http://www.wikidata.org/entity/Q2910080,The Tin Flute,novel,Canada,"56,-109",Yes,-109,56,Groupe Flammarion,http://www.wikidata.org/entity/Q294999,Q294999,Gabrielle Roy,Canada,http://www.wikidata.org/entity/Q150,French,http://www.wikidata.org/entity/Q133546212,The Tin Flute,,http://www.wikidata.org/entity/Q30,United States,"39.828175,-98.5795",-98.5795,Yes,39.828175,,English,http://www.wikidata.org/entity/Q1860
http://www.wikidata.org/entity/Q3818322,Alias Grace,novel,Canada,"56,-109",Yes,-109,56,McClelland & Stewart,http://www.wikidata.org/entity/Q183492,Q183492,Margaret Atwood,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q136435895,Alias Grace,,,,,,No,,,Spanish,http://www.wikidata.org/entity/Q1321
http://www.wikidata.org/entity/Q2910080,The Tin Flute,novel,Canada,"56,-109",Yes,-109,56,Groupe Flammarion,http://www.wikidata.org/entity/Q294999,Q294999,Gabrielle Roy,Canada,http://www.wikidata.org/entity/Q150,French,http://www.wikidata.org/entity/Q133545271,The Tin Flute,,http://www.wikidata.org/entity/Q16,Canada,"56,-109",-109,Yes,56,,English,http://www.wikidata.org/entity/Q1860
http://www.wikidata.org/entity/Q60786692,The Testaments,novel,Canada,"56,-109",Yes,-109,56,Éditions Robert Laffont,http://www.wikidata.org/entity/Q183492,Q183492,Margaret Atwood,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q136435898,Los testamentos,,,,,,No,,,Spanish,http://www.wikidata.org/entity/Q1321
http://www.wikidata.org/entity/Q3054135,Tigana,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q95099,Q95099,Guy Gavriel Kay,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q131719408,Tigane,,,,,,No,,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q3234181,Twenty Cases Suggestive of Reincarnation,,n/a,,No,,,n/a,http://www.wikidata.org/entity/Q731300,Q731300,Ian Stevenson,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q132740909,Veinte casos que hacen pensar en la reencarnación,,,,,,No,,,Spanish,http://www.wikidata.org/entity/Q1321
http://www.wikidata.org/entity/Q3212402,Brown Girl in the Ring,novel,Canada,"56,-109",Yes,-109,56,Hachette Book Group,http://www.wikidata.org/entity/Q270204,Q270204,Nalo Hopkinson,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q126544390,La Ronde des esprits,,,,,,No,,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q3795874,The Saxon Shore,,Canada,"56,-109",Yes,-109,56,Viking Press,http://www.wikidata.org/entity/Q369469,Q369469,Jack Whyte,United Kingdom,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q134383127,Il sogno di Merlino,,,,,,No,,,Italian,http://www.wikidata.org/entity/Q652
http://www.wikidata.org/entity/Q6815259,Memoirs: 1939–1993,,Canada,"56,-109",Yes,-109,56,Douglas Gibson,http://www.wikidata.org/entity/Q128563,Q128563,Brian Mulroney,Canada,http://www.wikidata.org/entity/Q150,French,http://www.wikidata.org/entity/Q136027325,Memoirs: 1939–1993,,,,,,No,,,English,http://www.wikidata.org/entity/Q1860
http://www.wikidata.org/entity/Q29581260,Stone Mattress: Nine Tales,short story,n/a,,No,,,McClelland & Stewart,http://www.wikidata.org/entity/Q183492,Q183492,Margaret Atwood,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q136435897,Nueve cuentos malvados,,,,,,No,,,Spanish,http://www.wikidata.org/entity/Q1321
,,anthology,,,No,,,,,,,,,,,,,,,,,No,,,,
http://www.wikidata.org/entity/Q3588030,In Praise Of Older Women,,n/a,,No,,,n/a,http://www.wikidata.org/entity/Q1233847,Q1233847,Stephen Vizinczey,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q132735794,Éloge des femmes mûres,,,,,,No,,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q825718,Wikinomics,essay,United States,"39.828175,-98.5795",Yes,-98.5795,39.828175,n/a,http://www.wikidata.org/entity/Q984369,Q984369,Don Tapscott,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q130580954,"Wikinomics : Wikipédia, Linux, YouTube, comment l'intelligence collaborative bouleverse l'économie",,,,,,No,,Brigitte Vadé,French,http://www.wikidata.org/entity/Q150
